0	11.058
1	30.089
2	52.579
3	61.159
4	37.870
5	106.06
6	30.089
7	28.868
8	22.597
9	33.115
10	100.95
11	35.186
12	11.316
13	13.900
14	12.833
15	39.967
16	44.258
17	35.761
18	69.600
19	25.036
20	67.768
21	63.605
22	37.520
23	173.82
24	8.3906
25	32.026
26	103.33
27	84.054
28	56.302
29	40.264
30	7.7296
31	19.324
32	15.538
33	85.082
