0	13.9813
1	29.8607
2	23.7423
3	42.8499
4	28.6528
5	96.6669
6	15.1434
7	37.2888
8	36.0053
9	47.1826
10	73.1018
11	66.9633
12	12.4036
13	14.3780
14	10.3722
15	32.5641
16	45.8267
17	33.9625
18	29.1638
19	21.1284
20	69.7667
21	62.4799
22	50.5011
23	50.719
24	10.5523
25	31.5403
26	94.3498
27	50.9311
28	66.7837
29	35.6033
30	27.1623
31	17.8215
32	24.9509
33	102.661
